objectid,filename,Pager Identifier,Page number,Stope Book Name,Stope Book number,Volume number,Sill number,subject,Level & Floor,title,description,map_type,county,location,latitude,longitude,geomethod,datum,date,creator,identifier,scanned,optimized,map_width_inches,map_length_inches,relations_defined,relations_defined_staff,map_scale,township,range,section,format
4295,4295.jpg,363,7,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-21,BADGER STATE 400-21,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4296,4296.jpg,364,8,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-20,BADGER STATE 400-20,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4297,4297.jpg,365,9,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-19,BADGER STATE 400-19,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4298,4298.jpg,366,10,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-18,BADGER STATE 400-18,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4299,4299.jpg,367,11,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-17,BADGER STATE 400-17,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4300,4300.jpg,368,12,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-16,BADGER STATE 400-16,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4301,4301.jpg,369,13,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-15,BADGER STATE 400-15,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4302,4302.jpg,370,14,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-14,BADGER STATE 400-14,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4303,4303.jpg,371,15,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-13,BADGER STATE 400-13,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4304,4304.jpg,372,16,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-12,BADGER STATE 400-12,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4305,4305.jpg,373,17,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-11,BADGER STATE 400-11,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4306,4306.jpg,374,18,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-10,BADGER STATE 400-10,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4307,4307.jpg,375,19,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-9,BADGER STATE 400-9,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4308,4308.jpg,376,20,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-8,BADGER STATE 400-8,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4309,4309.jpg,377,21,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-7,BADGER STATE 400-7,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4310,4310.jpg,378,22,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-6,BADGER STATE 400-6,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4311,4311.jpg,379,23,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-5,BADGER STATE 400-5,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4312,4312.jpg,380,24,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-4,BADGER STATE 400-4,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4313,4313.jpg,381,25,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-3,BADGER STATE 400-3,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4314,4314.jpg,382,26,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-2,BADGER STATE 400-2,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4315,4315.jpg,383,27,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-1,BADGER STATE 400-1,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4316,4316.jpg,384,28,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400 SILL,BADGER STATE 400 SILL,ELEVATION: 3844.1' AT SURVEY POINT 53298 ANEAR THE BADGER STATE B2468R RAISE; 3844.4' AT SURVEY POINT 49063 AT NEAR THE BADGER STATE B2401R RAISE; 3845.5' AT SURVEY POINT 54421 NEAR THE BADGER STATE A2638R RAISE,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4317,4317.jpg,385,29,ALICE,T-27,5,23-28,BADGER STATE,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4318,4318.jpg,386,30,ALICE,T-27,5,23-28,BADGER STATE,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4319,4319.jpg,387,31,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-25,BADGER STATE 2600-25,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4320,4320.jpg,388,32,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-24,BADGER STATE 2600-24,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4321,4321.jpg,389,33,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-23,BADGER STATE 2600-23,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4322,4322.jpg,390,34,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-22,BADGER STATE 2600-22,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4323,4323.jpg,391,35,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-21,BADGER STATE 2600-21,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4324,4324.jpg,392,36,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-20,BADGER STATE 2600-20,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4325,4325.jpg,393,37,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-19,BADGER STATE 2600-19,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4326,4326.jpg,394,38,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-18,BADGER STATE 2600-18,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4327,4327.jpg,395,39,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-17,BADGER STATE 2600-17,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4328,4328.jpg,396,40,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-16,BADGER STATE 2600-16,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4329,4329.jpg,397,41,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-15,BADGER STATE 2600-15,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4330,4330.jpg,398,42,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-14,BADGER STATE 2600-14,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4331,4331.jpg,399,43,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-13,BADGER STATE 2600-13,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4332,4332.jpg,400,44,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-12,BADGER STATE 2600-12,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4333,4333.jpg,401,45,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-11,BADGER STATE 2600-11,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4334,4334.jpg,402,46,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-10,BADGER STATE 2600-10,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4335,4335.jpg,403,47,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-9,BADGER STATE 2600-9,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4336,4336.jpg,404,48,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-8,BADGER STATE 2600-8,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4337,4337.jpg,405,49,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-7,BADGER STATE 2600-7,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4338,4338.jpg,406,50,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-6,BADGER STATE 2600-6,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4339,4339.jpg,407,51,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-5,BADGER STATE 2600-5,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4340,4340.jpg,408,52,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-4,BADGER STATE 2600-4,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4341,4341.jpg,409,53,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-3,BADGER STATE 2600-3,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4342,4342.jpg,410,54,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-2,BADGER STATE 2600-2,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4343,4343.jpg,411,55,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600-1,BADGER STATE 2600-1,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4344,4344.jpg,412,56,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2600 SILL,BADGER STATE 2600 SILL,"ELEVATION: 3644.5' AT SURVEY POINT 49784 IN THE BADGER STATE A2637 DRIFT; SEAL INSTALLED IN THE TRAVONA B2631 DRIFT IN 1946; NOTE ON TOP OF PAGE STATES "" NO STOPE BOOK NORTH OF THIS""",Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1925,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4345,4345.jpg,413,57,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-26,BADGER STATE 2800-26,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4346,4346.jpg,414,58,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-25,BADGER STATE 2800-25,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4347,4347.jpg,415,59,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-24,BADGER STATE 2800-24,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4348,4348.jpg,416,60,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-23,BADGER STATE 2800-23,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4349,4349.jpg,417,61,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-22,BADGER STATE 2800-22,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4350,4350.jpg,418,62,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-21,BADGER STATE 2800-21,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4351,4351.jpg,419,63,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-20,BADGER STATE 2800-20,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4352,4352.jpg,420,64,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-19,BADGER STATE 2800-19,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4353,4353.jpg,421,65,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-18,BADGER STATE 2800-18,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4354,4354.jpg,422,66,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-17,BADGER STATE 2800-17,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4355,4355.jpg,423,67,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-16,BADGER STATE 2800-16,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4356,4356.jpg,424,68,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-15,BADGER STATE 2800-15,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1928,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4357,4357.jpg,425,69,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-14,BADGER STATE 2800-14,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4358,4358.jpg,426,70,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-13,BADGER STATE 2800-13,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4359,4359.jpg,427,71,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-12,BADGER STATE 2800-12,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4360,4360.jpg,428,72,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-11,BADGER STATE 2800-11,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4361,4361.jpg,429,73,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-10,BADGER STATE 2800-10,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4362,4362.jpg,430,74,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-9,BADGER STATE 2800-9,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4363,4363.jpg,431,75,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-8,BADGER STATE 2800-8,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4364,4364.jpg,432,76,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-7,BADGER STATE 2800-7,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4365,4365.jpg,433,77,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-6,BADGER STATE 2800-6,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4366,4366.jpg,434,78,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-5,BADGER STATE 2800-5,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4367,4367.jpg,435,79,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-4,BADGER STATE 2800-4,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1926,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4368,4368.jpg,436,80,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-3,BADGER STATE 2800-3,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1930,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4369,4369.jpg,437,81,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-2,BADGER STATE 2800-2,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1930,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4370,4370.jpg,438,82,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800-1,BADGER STATE 2800-1,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1930,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4371,4371.jpg,439,83,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2800 SILL,BADGER STATE 2800 SILL,SEAL INSTALLED IN THE TRAVONA A2862 DRIFT IN 1946,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1930,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4372,4372.jpg,440,84,ALICE,T-27,5,23-28,,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4373,4373.jpg,441,85,ALICE,T-27,5,23-28,,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4374,4374.jpg,442,86,ALICE,T-27,5,23-28,,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4375,4375.jpg,443,87,ALICE,T-27,5,23-28,,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4376,4376.jpg,444,88,ALICE,T-27,5,23-28,,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
